Contrast,Analyte,n_A,n_B,median_A,median_B,median_diff_AminusB,p_value,test,p_adj
MaternalIGRA_Pos_vs_Neg,IL-1RA,16,13,6.027615171784303,6.007714708940027,0.01990046284427649,0.9127010310968687,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,IL-1a,16,13,4.438649025214182,4.450041478301271,-0.011392453087089471,0.49668179200160284,wilcox_unpaired,0.8719415800095669
MaternalIGRA_Pos_vs_Neg,IL-1b,16,13,0.25745841998488495,0.45692387511150756,-0.19946545512662262,0.18051738277809146,wilcox_unpaired,0.6137591014455109
MaternalIGRA_Pos_vs_Neg,IL-2,16,13,0.5112529722363508,0.666235777211192,-0.15498280497484118,0.9298080802094446,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,IL-22,16,13,0.2704512925879321,0.5236594971402796,-0.2532082045523475,0.872147738591757,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,IL-27,9,7,5.451823772893777,5.871072641563933,-0.41924886867015676,0.45871855872502226,wilcox_unpaired,0.8719415800095669
MaternalIGRA_Pos_vs_Neg,IL-4,16,13,0,0,0,0.5385521523588501,wilcox_unpaired,0.8719415800095669
MaternalIGRA_Pos_vs_Neg,IL-5,16,13,0.3387521953389523,0.49625537889278204,-0.15750318355382975,0.86067128027634,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,IL-6,16,13,0.6911794569648031,1.1072866078354162,-0.4161071508706131,0.10007631073244988,wilcox_unpaired,0.5357388006141649
MaternalIGRA_Pos_vs_Neg,IL-8,16,13,2.7980545957490284,2.7900480869834725,0.008006508765555864,0.5248630714869413,wilcox_unpaired,0.8719415800095669
MaternalIGRA_Pos_vs_Neg,IP-10,16,13,5.344412461809487,5.362844759387942,-0.018432297578454993,0.8780156974718117,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,LBP,16,13,16.008679630803005,16.35277495822175,-0.3440953274187457,0.06235706036140626,wilcox_unpaired,0.5357388006141649
MaternalIGRA_Pos_vs_Neg,MCP-1,16,13,5.236987419087277,5.28607079249317,-0.049083373405893305,0.46932800472759645,wilcox_unpaired,0.8719415800095669
MaternalIGRA_Pos_vs_Neg,MMP-9,9,7,12.072854738774986,12.410697158597884,-0.3378424198228984,0.09033759173965365,wilcox_unpaired,0.5357388006141649
MaternalIGRA_Pos_vs_Neg,Neopterin,16,13,2.779374006069921,2.7402027480499864,0.039171258019934374,0.7093347737164315,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,TNF-RI,9,7,7.417539819645965,7.613846457240356,-0.19630663759439138,0.09033759173965365,wilcox_unpaired,0.5357388006141649
MaternalIGRA_Pos_vs_Neg,TNF-RII,9,7,8.45914025996762,8.671727634135934,-0.2125873741683133,0.0719442354531833,wilcox_unpaired,0.5357388006141649
MaternalIGRA_Pos_vs_Neg,TNFa,16,13,2.9108483742016533,2.8375983844013777,0.07324998980027564,0.7755836438869397,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,TNFb,16,13,2.897285194889614,2.7624343523775456,0.13485084251206825,0.14181321192727894,wilcox_unpaired,0.5357388006141649
MaternalIGRA_Pos_vs_Neg,VCAM-1,9,7,14.189015196763801,13.980740080886537,0.20827511587726377,0.7508235188990009,wilcox_unpaired,0.9298080802094446
MaternalIGRA_Pos_vs_Neg,iFABP,9,7,10.074614671828307,9.701076921075645,0.3735377507526625,0.014909159116305006,wilcox_unpaired,0.5069114099543702
