Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj
CD45RO- CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,1.0750000000000002,4.55,-3.4749999999999996,0.4042362038837241,-0.17407407407407408,0.8922191600243559
CD45RO- CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,0.99,4.32,-3.33,0.6641258678375257,-0.09259259259259259,0.9740140036898293
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,9.59,7.09,2.5,0.6251943985757975,0.1037037037037037,0.9722542905955216
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,8.65391870754005,10.395779963293375,-1.7418612557533244,0.5151460589697516,-0.13703703703703704,0.9649828190142322
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,5.771567391424101,6.932319416640127,-1.1607520252160262,0.6906017592792406,0.08518518518518518,0.9740140036898293
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,0.9299999999999999,0.58,0.35,0.2960154229000632,0.21481481481481482,0.8679496205308411
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.672069327771558,6.412714692602764,0.2593546351687941,0.7574993009202531,-0.06666666666666667,0.9740140036898293
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,19.35,2.08,17.270000000000003,0.1066967398280734,0.3296296296296296,0.6782335767121216
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,70.12404837781207,85.73872391560558,-15.614675537793502,0.22504411421984366,-0.2518518518518518,0.8310731223265971
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,16.35,5.65,10.700000000000001,0.10666663461699263,0.3296296296296296,0.6782335767121216
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,49.9,41.7,8.199999999999996,0.9564396577578385,0.014814814814814815,0.991783425969113
CD45RO+ CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,50.671417747649244,56.83174684190377,-6.160329094254529,0.8991344974567764,0.02962962962962963,0.988059887315139
CD107a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,4.5504320065968304,9.289508437270728,-4.739076430673897,0.41456950133438736,-0.17037037037037037,0.8994651709754362
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.33,10.4,-3.0700000000000003,0.19093218527071146,-0.27037037037037037,0.8028619994349568
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,18.27996704587839,15.559444565521963,2.7205224803564274,0.2678937069409134,0.22962962962962963,0.8679496205308411
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.82,10.4,-2.58,0.6490054490396195,-0.0962962962962963,0.9740140036898293
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,21.049999999999997,23.1,-2.0500000000000043,0.5028286835167712,-0.14074074074074075,0.9649828190142322
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,0.765,2.56,-1.795,0.6972220328772647,-0.08148148148148149,0.9740140036898293
CD45RO+ CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,2.696648870689234,3.935876816575591,-1.2392279458863569,0.868953112656311,-0.037037037037037035,0.9740140036898293
CD45RO- CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,3.0191583054909756,2.4655444901831345,0.5536138153078412,0.8401884081621221,-0.044444444444444446,0.9740140036898293
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,1.315,1.59,-0.27500000000000013,0.8813614624715317,0.03333333333333333,0.9756768957249429
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,12.7,12.5,0.1999999999999993,0.8558512181655163,0.040740740740740744,0.9740140036898293
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,22.67261245148846,22.75799795381393,-0.08538550232546882,0.7818590580486955,0.06481481481481481,0.9740140036898293
CD45RO- CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,0,0,0,0.7670743200403105,-0.05925925925925926,0.9740140036898293
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,56.6176238462328,49.82938063023591,6.788243215996893,0.5387610105955793,0.12962962962962962,0.9649828190142322
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,24.35,17.6,6.75,1,0.003703703703703704,1
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,12.511574697196455,5.987398605875134,6.524176091321321,0.8849055666764646,0.03333333333333333,0.9759987867755124
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,4.635,10.5,-5.865,0.19268687986438962,-0.27037037037037037,0.8028619994349568
CD107a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,44.803865832982986,40.9878692439476,3.815996589035386,0.8141415338205565,0.05185185185185185,0.9740140036898293
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,11.813141393526443,8.09750869061414,3.7156327029123037,0.8701527099863415,0.037037037037037035,0.9740140036898293
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,11.8,8.67,3.130000000000001,0.4683136810646905,0.15185185185185185,0.9429134518081018
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,54.82157953281424,51.97950988467874,2.8420696481354994,0.3200940659979503,0.2074074074074074,0.8679496205308411
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,50.73559824424755,51.99230834488024,-1.256710100632695,0.49168186149409643,-0.14444444444444443,0.9649828190142322
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,22.6,21.4,1.2000000000000028,0.15842114405720137,0.29259259259259257,0.731174511033237
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,23.092757332760236,21.99892452486648,1.0938328078937545,0.8157900049086413,-0.05555555555555555,0.9740140036898293
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,2.518413546889815,1.9218935877827439,0.5965199591070711,0.3020037456269998,0.21481481481481482,0.8679496205308411
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,1.918731582454571,2.2112878452662246,-0.2925562628116536,0.16357897873548174,-0.28888888888888886,0.7324431883678286
