Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj,note_imbalance
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,15.955274750507819,9.509132955615387,6.446141794892432,0.3099514199224007,0.23555555555555555,0.7102358016019528,NA
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,0.99,7.30465488774904,-6.31465488774904,0.13767562908083106,-0.3422222222222222,0.527477527845537,NA
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,10.2,7.18,3.0199999999999996,0.7546401479610775,0.07555555555555556,0.9492576086450565,NA
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,4.698075519331957,6.932319416640127,-2.23424389730817,0.37941113676742777,-0.20444444444444446,0.7442808672501356,NA
CD45RO- CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,1.06,2.06,-1,0.9065181923881678,0.03111111111111111,0.985624416674554,NA
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,9.02338529919286,9.81036882969546,-0.7869835305025994,0.8605489357794607,-0.044444444444444446,0.9805069113756153,NA
CD45RO- CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,1.45,2.06,-0.6100000000000001,0.8451351671021758,-0.04888888888888889,0.9805069113756153,NA
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,6.526378424585783,6.817760230957333,-0.2913818063715503,0.968727679804231,-0.013333333333333334,0.9974480081847108,NA
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,9,25,0.82,0.91,-0.09000000000000008,0.44068157205576985,-0.17777777777777778,0.7964124796188612,NA
CD45RO+ CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,16.614641332678577,64.97237422242875,-48.35773288975018,0.07211269390065697,-0.41333333333333333,0.41817538478881594,NA
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,9.38,50,-40.62,0.2799064865203366,-0.24888888888888888,0.6882946389844343,NA
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,6.35,23.1,-16.75,0.4575562765473585,-0.17333333333333334,0.7971552097700063,NA
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,69.29553542189718,81.85898453875174,-12.563449116854557,0.2568878112912065,-0.26222222222222225,0.6548632418210314,NA
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,11.25056071771868,23.689556053123887,-12.438995335405208,0.4975235498624958,-0.16161616161616163,0.8219669314168175,NA
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,4.204887337353223,16.1193225829167,-11.914435245563475,0.18255190112390307,-0.30666666666666664,0.6019787384579675,NA
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,2.5,12.9,-10.4,0.666241986691535,-0.10222222222222223,0.8966016671152428,NA
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,3.7,13.3,-9.600000000000001,0.04722853842952747,-0.4533333333333333,0.35603140510530334,NA
CD107a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0,8.39348732755855,-8.39348732755855,0.002538498357334349,-0.6888888888888889,0.12692491786671745,NA
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0,7,-7,0.18533433819001705,-0.3022222222222222,0.6043511027935338,NA
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,2.5,8.33,-5.83,0.205763455336206,-0.28888888888888886,0.6363818206274412,NA
CD45RO+ CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0.9113974616825027,3.935876816575591,-3.0244793548930886,0.3631581212500218,-0.2088888888888889,0.7361313268581523,NA
CD45RO- CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,2.27,3.7683166109819513,-1.4983166109819512,0.8124819786208416,-0.057777777777777775,0.9738851959954595,NA
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0,1.45,-1.45,0.44530098783655175,-0.17333333333333334,0.7971552097700063,NA
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0,1.45,-1.45,0.9838553881709368,-0.008888888888888889,0.9987501657230842,NA
CD45RO- CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,0,0.57,-0.57,0.11197768372161598,-0.3333333333333333,0.4878128400869925,NA
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,9,25,9.52,9.38,0.1399999999999988,0.7988419173258007,-0.06222222222222222,0.9712786309159986,NA
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,36.79986369057764,57.69011725293133,-20.890253562353692,0.1007938483833455,-0.37777777777777777,0.4664054814467326,NA
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,70.95873544093179,53.76271954674221,17.19601589418958,0.29189570059421477,0.24444444444444444,0.7005496814261154,NA
CD107a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,31.155777573287757,44.8560631168336,-13.700285543545846,0.04643201021540369,-0.4577777777777778,0.35603140510530334,NA
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,12.910295803343228,25.314482818045242,-12.404187014702014,0.047576456511408446,-0.46464646464646464,0.35603140510530334,NA
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,61.430299877240245,51.704832990630166,9.725466886610079,0.2918588332972785,0.24444444444444444,0.7005496814261154,NA
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,1.78,7.51,-5.7299999999999995,0.02346241945613168,-0.52,0.3199420834927047,NA
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,27.4,23.2,4.199999999999999,0.9688354979413275,0.013333333333333334,0.9974480081847108,NA
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,19.4,22.6,-3.200000000000003,0.5194187049905125,-0.1511111111111111,0.8219669314168175,NA
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,8,9.77,-1.7699999999999996,0.5571285114608924,-0.13777777777777778,0.8372769741339862,NA
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,0.6703759925925096,2.2889597961355657,-1.6185838035430562,0.10058526615922699,-0.37777777777777777,0.4664054814467326,NA
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,10.213398319076116,11.089121573015744,-0.8757232539396274,0.968727679804231,-0.013333333333333334,0.9974480081847108,NA
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,2.586240516574818,1.9916606743198257,0.5945798422549924,0.7251437216201472,0.08444444444444445,0.9336614441461123,NA
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,9,25,5.987398605875134,6.170003691481014,-0.1826050856058803,0.3287072005734301,-0.22666666666666666,0.7191854716439534,NA
