Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj
CD45RO- CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,1.0750000000000002,4.55,-3.4749999999999996,0.4042362038837241,-0.17407407407407408,0.7886066124086242
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.6145537033909045,4.37390041493776,2.240653288453145,0.16911832722249254,0.2851851851851852,0.6233688247918885
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,9.15548780487805,10.695934959349596,-1.540447154471547,0.5151460589697516,-0.13703703703703704,0.8485483550690763
CD45RO+ CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,16.57324690324938,18.00140562248996,-1.428158719240578,0.7723787612596136,-0.06296296296296296,0.9305768207947153
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,7.135718332022031,6.581414634146342,0.5543036978756888,0.730025392024256,-0.07407407407407407,0.9178775905500443
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,2.6276177022944394,2.0890946502057615,0.5385230520886779,0.1379155248197748,0.3074074074074074,0.6007788947646159
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,0.9299999999999999,0.58,0.35,0.2960154229000632,0.21481481481481482,0.7642139151826275
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,66.36911032817582,100,-33.63088967182418,0.16105570974563438,-0.2814814814814815,0.6233688247918885
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,9.025,32.904884318766065,-23.879884318766067,0.2980434269212247,-0.2111111111111111,0.7642139151826275
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,19.35,2.08,17.270000000000003,0.1066967398280734,0.3296296296296296,0.5582038990622112
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,23.388888888888886,34.347275031685676,-10.95838614279679,0.43615544677594054,-0.16296296296296298,0.8003466570988832
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,16.35,5.65,10.700000000000001,0.10666663461699263,0.3296296296296296,0.5582038990622112
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,49.9,41.7,8.199999999999996,0.9564396577578385,0.014814814814814815,0.9897262634427108
CD107a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,5.07416,10.57777777777778,-5.503617777777779,0.30139504888976215,-0.21481481481481482,0.7662585988722767
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.33,10.4,-3.0700000000000003,0.19093218527071146,-0.27037037037037037,0.6233688247918885
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,18.63325662087523,15.703539823008848,2.929716797866382,0.23777078305555446,0.24444444444444444,0.6975457149932516
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.82,10.4,-2.58,0.6490054490396195,-0.0962962962962963,0.9036451986155027
CD45RO- CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,3.9586949999999996,2.503881818181818,1.4548131818181815,0.8689084560159459,-0.037037037037037035,0.9526156246972601
CD45RO+ CD27+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,42.95451794206657,41.88246913580247,1.0720488062641067,0.7308096966313199,-0.07407407407407407,0.9178775905500443
CD45RO+ CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,3.661359398976982,4.245761194029852,-0.5844017950528695,0.8116355648833256,-0.05185185185185185,0.9466762021169263
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,1.315,1.59,-0.27500000000000013,0.8813614624715317,0.03333333333333333,0.9545431001496734
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,12.7,12.5,0.1999999999999993,0.8558512181655163,0.040740740740740744,0.9526156246972601
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,23.9148,23.72582105263158,0.18897894736841891,0.8479787353751708,NA,0.9526156246972601
CD45RO- CD27-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,0,0,0,0.7670743200403105,-0.05925925925925926,0.9305768207947153
CCR6- CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,79.01887909546213,65.73913043478261,13.279748660679516,0.6584157422914763,0.09259259259259259,0.9036451986155027
IL-17a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,43.68136682242991,54.30894308943089,-10.627576267000983,0.5625799646812344,-0.12222222222222222,0.8527163018713639
IL-22,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,4.635,10.5,-5.865,0.19268687986438962,-0.27037037037037037,0.6233688247918885
IL-21,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,9.931208713431896,6.564624277456647,3.3665844359752493,0.8133431157064419,0.05185185185185185,0.9466762021169263
IL-2,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,11.8,8.67,3.130000000000001,0.4683136810646905,0.15185185185185185,0.823891799652996
CD107a,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,38.51774993299384,35.87792207792208,2.6398278550717578,0.8141415338205565,0.05185185185185185,0.9466762021169263
CCR6+ CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,54.27157721796276,51.69408,2.577497217962758,0.39552287841238054,0.17777777777777778,0.7853811364377881
CCR6- CXCR3+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,22.6,21.4,1.2000000000000028,0.15842114405720137,0.29259259259259257,0.6233688247918885
TNFa,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,30.45828358208955,31.510271041369474,-1.0519874592799248,0.7174164271936727,-0.07777777777777778,0.9178775905500443
PD-1,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,24.633373530298464,23.875591852099717,0.7577816781987465,0.9156677636975792,NA,0.9795658937968683
IFNy,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,2.6375311998145725,2.258296875,0.3792343248145724,0.43619391479771424,0.16296296296296298,0.8003466570988832
CCR6+ CXCR3-,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,2.0914298557031605,2.321635135135135,-0.23020527943197466,0.16357897873548174,-0.28888888888888886,0.6233688247918885
HLA-DR+ CD38+,44wks,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,6.063431483578709,5.947080745341616,0.11635073823709341,0.9423021221563628,-0.018518518518518517,0.9897262634427108
