Contrast,Analyte,n_A,n_B,median_A,median_B,median_diff_AminusB,p_value,test,p_adj
InfantIGRA_Pos_vs_Neg,IL-18,4,12,6.764589202103477,6.559996896178792,0.20459230592468547,0.24930290310867653,wilcox_unpaired,0.663616175386501
InfantIGRA_Pos_vs_Neg,IL-1RA,5,24,5.95978757093317,6.027615171784303,-0.0678276008511336,0.7074539677020747,wilcox_unpaired,0.8017811633956846
InfantIGRA_Pos_vs_Neg,IL-1a,5,24,4.7733193324493195,4.426610729440469,0.3467086030088504,0.4357306600317366,wilcox_unpaired,0.6734019291399566
InfantIGRA_Pos_vs_Neg,IL-1b,5,24,0.5375012115144879,0.39113776062262706,0.14636345089186087,0.6231766469267603,wilcox_unpaired,0.8017811633956846
InfantIGRA_Pos_vs_Neg,IL-2,5,24,1.0591868758408118,0.42945704344344454,0.6297298323973672,0.021996548936005254,wilcox_unpaired,0.5871243540523792
InfantIGRA_Pos_vs_Neg,IL-22,5,24,0.6404669227310322,0.24269472928955618,0.3977721934414761,0.07916698204136953,wilcox_unpaired,0.5871243540523792
InfantIGRA_Pos_vs_Neg,IL-27,4,12,6.304429039851853,5.423404703528446,0.8810243363234074,0.12955787843613253,wilcox_unpaired,0.5871243540523792
InfantIGRA_Pos_vs_Neg,IL-4,5,24,0,0,0,0.6726987172106209,wilcox_unpaired,0.8017811633956846
InfantIGRA_Pos_vs_Neg,IL-5,5,24,0.5409025851758642,0.2921511651220362,0.248751420053828,0.3705495380266455,wilcox_unpaired,0.663616175386501
InfantIGRA_Pos_vs_Neg,IL-6,5,24,0.9183265815591819,0.8347247983869694,0.08360178317221245,0.6650055421020291,wilcox_unpaired,0.8017811633956846
InfantIGRA_Pos_vs_Neg,IL-8,5,24,3.538836951542851,2.7865091613295503,0.7523277902133008,0.17485330689329268,wilcox_unpaired,0.5945012434371951
InfantIGRA_Pos_vs_Neg,IP-10,5,24,5.871495808647479,5.2679523618218145,0.6035434468256646,0.26023620261718894,wilcox_unpaired,0.663616175386501
InfantIGRA_Pos_vs_Neg,LBP,5,24,16.27339414439489,16.246062833496353,0.027331310898535577,0.623604884395689,wilcox_unpaired,0.8017811633956846
InfantIGRA_Pos_vs_Neg,MCP-1,5,24,5.525875807516909,5.14793144695952,0.37794436055738956,0.06896433333905408,wilcox_unpaired,0.5871243540523792
InfantIGRA_Pos_vs_Neg,MMP-9,4,12,12.207826171788785,12.15937508798439,0.04845108380439456,0.9516507699020016,wilcox_unpaired,0.9516507699020016
InfantIGRA_Pos_vs_Neg,Neopterin,5,24,2.8391630328071185,2.744257789049627,0.09490524375749132,0.4357306600317366,wilcox_unpaired,0.6734019291399566
InfantIGRA_Pos_vs_Neg,TNF-RI,4,12,7.408854050650493,7.540605898901856,-0.13175184825136288,0.3630817235584306,wilcox_unpaired,0.663616175386501
InfantIGRA_Pos_vs_Neg,TNF-RII,4,12,8.485131140503821,8.547413008274164,-0.06228186777034317,0.7617606674877339,wilcox_unpaired,0.8354794417607403
InfantIGRA_Pos_vs_Neg,TNFa,5,24,2.9121273160610417,2.8476133737657703,0.06451394229527141,0.5066681712345829,wilcox_unpaired,0.7310041585450808
InfantIGRA_Pos_vs_Neg,TNFb,5,24,2.708672036484839,2.837991678466119,-0.12931964198127988,0.7074539677020747,wilcox_unpaired,0.8017811633956846
InfantIGRA_Pos_vs_Neg,VCAM-1,4,12,14.23142860300655,14.129373010843576,0.10205559216297466,0.3630817235584306,wilcox_unpaired,0.663616175386501
InfantIGRA_Pos_vs_Neg,iFABP,4,12,10.20183347626966,9.957629230006642,0.24420424626301873,0.16314257672596838,wilcox_unpaired,0.5945012434371951
